"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"GP","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Medio",5,1,1,5,0,13,12,12
"GP","F","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","other","other","reputation","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","yes","no","yes","yes","no","FamR-Excelente","FreeT-Medio",4,1,2,1,4,12,13,13
"GP","F","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","other","at_home","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","yes","yes","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",5,1,1,3,2,12,13,13
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","services","services","other","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","yes","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Alto",5,5,5,4,12,9,9,8
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","services","teacher","other","father","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",3,1,1,4,0,16,16,16
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","services","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","yes","yes","no","yes","yes","no","FamR-Excelente","FreeT-Medio",3,1,1,5,2,12,13,12
"GP","F","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","services","other","home","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","yes","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",5,1,1,2,16,11,10,10
"GP","M","Age-Muy Joven","U","GT3","A","Medu-ESecundaria","Fedu-ESuperior","services","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",4,1,1,1,0,16,16,16
"GP","F","Age-Muy Joven","U","GT3","A","Medu-ESecundaria","Fedu-ESecundaria","other","health","reputation","father","TvlT-Bajo","StuT-Muy Alto","Fail-Ninguno","yes","no","no","no","yes","yes","no","no","FamR-Muy Bueno","FreeT-Medio",3,1,1,4,10,10,10,10
"GP","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","mother","TvlT-Bajo","StuT-Muy Alto","Fail-Ninguno","yes","yes","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Muy Bajo",2,1,1,3,4,10,10,10
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","other","home","father","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",3,1,1,5,4,13,14,14
"GP","M","Age-Muy Joven","R","GT3","T","Medu-ESuperior","Fedu-ESuperior","other","other","home","father","TvlT-Muy Alto","StuT-Muy Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Malo","FreeT-Medio",5,3,5,1,8,12,10,11
"GP","F","Age-Muy Joven","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","health","health","other","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Alto",5,1,1,4,2,15,15,14
"GP","M","Age-Muy Joven","U","LE3","A","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Muy Alto",3,1,1,4,4,13,14,14
"GP","F","Age-Muy Joven","R","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","other","reputation","father","TvlT-Bajo","StuT-Alto","Fail-Ninguno","yes","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Bajo",2,1,1,2,4,11,11,11
"GP","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","at_home","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Muy Bajo","yes","no","no","yes","yes","yes","yes","no","FamR-Bueno","FreeT-Muy Bajo",2,1,1,5,12,8,10,10
"GP","M","Age-Muy Joven","U","LE3","T","Medu-ESuperior","Fedu-E5toA9no","teacher","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Muy Alto",2,1,1,3,10,18,17,18
"GP","M","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","health","services","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Alto",2,1,1,5,4,10,9,10
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","course","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",4,1,2,5,6,16,14,14
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","other","teacher","reputation","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","no","no","FamR-Muy Bueno","FreeT-Alto",3,1,1,2,4,16,15,16
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","other","services","home","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",2,1,1,5,6,14,14,15
"GP","M","Age-Joven","R","GT3","T","Medu-EPrimaria","Fedu-ESecundaria","other","other","course","father","TvlT-Alto","StuT-Medio","Fail-Muy Bajo","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Bajo",4,1,4,5,14,12,11,11
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESuperior","other","other","reputation","father","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Alto",3,1,2,4,2,14,13,14
"GP","F","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","at_home","services","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","no","yes","yes","no","FamR-Bueno","FreeT-Bajo",3,1,2,1,0,14,14,14
"GP","M","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","services","services","home","father","TvlT-Bajo","StuT-Muy Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Muy Alto",4,1,2,5,6,14,13,13
"GP","F","Age-Muy Joven","U","LE3","T","Medu-E5toA9no","Fedu-ESuperior","other","health","course","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",2,1,2,5,2,14,12,13
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","health","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Bueno","FreeT-Alto",4,1,4,5,4,12,13,13
"GP","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Alto",4,1,1,5,0,12,11,11
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESuperior","services","services","home","father","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","yes","no","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Muy Alto",5,3,2,5,2,9,9,9
"GP","F","Age-Muy Joven","U","LE3","A","Medu-ESecundaria","Fedu-ESuperior","other","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","yes","no","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Medio",2,1,1,1,0,10,11,11
"GP","F","Age-Muy Mayor","U","GT3","T","Medu-ENinguna","Fedu-EPrimaria","at_home","other","course","other","TvlT-Bajo","StuT-Medio","Fail-Medio","no","yes","no","no","no","no","no","no","FamR-Bueno","FreeT-Alto",2,1,1,5,0,9,10,11
"GP","M","Age-Muy Joven","R","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Bueno","FreeT-Muy Alto",5,2,5,4,8,14,14,15
"GP","M","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","other","other","course","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","yes","no","no","no","yes","yes","yes","FamR-Bueno","FreeT-Bajo",3,2,2,1,4,13,12,13
"GP","F","Age-Muy Joven","R","GT3","T","Medu-ESecundaria","Fedu-ESuperior","services","teacher","course","father","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",2,2,2,5,0,10,11,12
"GP","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","services","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Alto","no","yes","no","yes","yes","no","yes","yes","FamR-Excelente","FreeT-Alto",5,1,3,5,10,10,9,8
"GP","F","Age-Joven","U","LE3","A","Medu-E5toA9no","Fedu-EPrimaria","other","other","course","mother","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Bajo",2,1,2,5,8,11,10,11
"GP","F","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","course","mother","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,1,2,4,6,11,12,13
"GP","F","Age-Joven","U","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","father","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Bueno","FreeT-Alto",4,1,3,5,2,13,12,12
"GP","F","Age-Muy Joven","U","GT3","A","Medu-ESecundaria","Fedu-ESuperior","services","other","course","father","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Bajo",1,1,4,5,12,15,13,14
"GP","M","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","at_home","other","course","mother","TvlT-Muy Alto","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","no","no","FamR-Bueno","FreeT-Bajo",1,1,1,2,4,9,9,11
"GP","F","Age-Muy Joven","U","GT3","A","Medu-E5toA9no","Fedu-E5toA9no","other","other","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","no","no","no","yes","yes","no","no","FamR-Excelente","FreeT-Medio",4,1,1,5,12,13,11,11
"GP","M","Age-Muy Joven","R","GT3","T","Medu-ESecundaria","Fedu-ESuperior","at_home","teacher","course","mother","TvlT-Muy Alto","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","no","yes","FamR-Excelente","FreeT-Medio",3,1,1,5,2,12,11,11
"GP","F","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","services","at_home","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,1,1,5,4,13,14,15
"GP","M","Age-Joven","R","GT3","T","Medu-ESecundaria","Fedu-ESuperior","at_home","other","course","mother","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","no","no","FamR-Excelente","FreeT-Alto",5,2,4,5,2,10,9,10
"GP","F","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","course","mother","TvlT-Muy Alto","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","no","no","FamR-Excelente","FreeT-Muy Bajo",3,1,1,3,0,14,13,13
"GP","M","Age-Mayor","U","LE3","T","Medu-ESecundaria","Fedu-EPrimaria","services","services","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Bueno","FreeT-Medio",4,4,5,4,2,11,11,12
"GP","F","Age-Mayor","U","GT3","A","Medu-ESecundaria","Fedu-E5toA9no","other","services","course","other","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,5,1,5,10,12,11,11
"GP","F","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","services","reputation","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","no","yes","FamR-Bueno","FreeT-Medio",3,1,2,1,8,12,11,11
"GP","F","Age-Muy Joven","U","GT3","A","Medu-ESecundaria","Fedu-ESecundaria","other","other","course","other","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",2,1,1,5,4,9,9,10
"GP","M","Age-Muy Joven","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","services","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Medio","no","no","no","no","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Alto",4,1,3,5,0,10,10,10
"GP","F","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",2,1,1,5,6,13,14,14
"GP","F","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","course","mother","TvlT-Alto","StuT-Bajo","Fail-Muy Bajo","no","no","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Muy Alto",5,1,1,1,2,8,9,9
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","teacher","services","course","father","TvlT-Medio","StuT-Muy Alto","Fail-Ninguno","yes","yes","no","no","yes","yes","yes","no","FamR-Malo","FreeT-Bajo",2,1,1,3,6,9,11,11
"GP","F","Age-Muy Joven","U","GT3","A","Medu-ESecundaria","Fedu-ESecundaria","services","services","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","no","yes","no","yes","FamR-Muy Malo","FreeT-Medio",2,2,3,1,24,9,8,9
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","services","services","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",3,1,3,5,0,15,13,13
"GP","M","Age-Muy Joven","U","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","services","services","reputation","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Malo","FreeT-Medio",3,2,2,2,4,12,11,11
"GP","F","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","services","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",2,1,1,5,2,13,13,13
"GP","F","Age-Muy Joven","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","at_home","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Alto",4,3,3,1,4,10,11,11
"GP","M","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",5,1,2,5,22,9,7,6
"GP","F","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","services","course","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",2,1,2,5,0,12,12,12
"GP","F","Age-Muy Joven","U","LE3","A","Medu-E5toA9no","Fedu-EPrimaria","at_home","other","home","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","no","yes","yes","FamR-Muy Bueno","FreeT-Alto",2,1,1,5,0,11,10,10
"GP","F","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","health","services","home","father","TvlT-Bajo","StuT-Medio","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Medio",2,1,1,3,2,11,11,11
"GP","F","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","at_home","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",2,1,1,5,6,13,12,13
"GP","F","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","at_home","services","course","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","no","yes","no","yes","FamR-Malo","FreeT-Medio",4,2,4,1,6,11,11,11
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","no","yes","yes","FamR-Bueno","FreeT-Medio",2,2,1,5,16,9,9,8
"GP","M","Age-Muy Joven","U","LE3","A","Medu-E5toA9no","Fedu-EPrimaria","services","other","course","mother","TvlT-Muy Alto","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Alto",5,2,5,5,0,12,11,11
"GP","M","Age-Mayor","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Medio","no","no","no","no","yes","no","yes","yes","FamR-Malo","FreeT-Medio",5,2,5,4,0,11,9,0
"GP","M","Age-Muy Joven","U","LE3","T","Medu-E5toA9no","Fedu-EPrimaria","at_home","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","no","no","yes","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Alto",4,3,5,5,6,9,10,10
"GP","F","Age-Muy Joven","R","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","services","reputation","other","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","yes","yes","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",1,2,3,3,2,13,13,13
"GP","M","Age-Muy Mayor","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","services","at_home","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","no","yes","yes","FamR-Muy Bueno","FreeT-Muy Alto",4,1,1,4,6,11,9,11
"GP","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","other","teacher","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","yes","yes","no","no","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Bajo",1,1,1,4,0,13,13,13
"GP","M","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","at_home","services","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","yes","no","yes","yes","yes","yes","no","no","FamR-Muy Bueno","FreeT-Alto",4,1,1,1,0,7,8,8
"GP","M","Age-Joven","R","LE3","T","Medu-EPrimaria","Fedu-E5toA9no","other","other","reputation","mother","TvlT-Bajo","StuT-Bajo","Fail-Alto","no","no","no","no","yes","yes","no","no","FamR-Malo","FreeT-Bajo",2,3,3,5,14,9,8,10
"GP","F","Age-Mayor","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","course","mother","TvlT-Alto","StuT-Bajo","Fail-Alto","no","yes","no","yes","no","yes","no","no","FamR-Excelente","FreeT-Bajo",5,1,5,4,6,11,10,11
"GP","M","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","at_home","other","course","mother","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","no","no","no","no","yes","no","no","FamR-Muy Bueno","FreeT-Bajo",2,1,2,3,4,12,10,11
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","other","services","course","father","TvlT-Bajo","StuT-Medio","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Muy Alto",5,4,4,5,0,10,10,1
"GP","M","Age-Muy Joven","U","LE3","T","Medu-EPrimaria","Fedu-E5toA9no","health","services","course","mother","TvlT-Medio","StuT-Bajo","Fail-Medio","no","no","no","no","no","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",5,3,5,5,0,9,8,10
"GP","M","Age-Joven","R","LE3","T","Medu-E5toA9no","Fedu-EPrimaria","at_home","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","no","yes","yes","yes","no","yes","yes","FamR-Bueno","FreeT-Medio",2,2,2,5,8,8,8,9
"GP","M","Age-Joven","R","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","other","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Medio","yes","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",4,1,4,3,4,7,6,8
"GP","M","Age-Muy Joven","U","LE3","T","Medu-EPrimaria","Fedu-E5toA9no","other","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","no","no","FamR-Muy Bueno","FreeT-Alto",4,2,4,5,2,8,9,10
"GP","M","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-ESecundaria","at_home","services","course","father","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","no","no","no","yes","no","yes","no","FamR-Excelente","FreeT-Medio",3,1,4,2,2,9,8,8
"GP","M","Age-Joven","R","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","other","services","course","mother","TvlT-Muy Alto","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","no","no","yes","FamR-Excelente","FreeT-Medio",5,1,5,5,0,8,8,8
"GP","M","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","services","services","course","mother","TvlT-Medio","StuT-Bajo","Fail-Alto","no","yes","no","yes","no","no","no","no","FamR-Muy Bueno","FreeT-Muy Alto",2,1,1,2,10,8,7,8
"GP","M","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","no","yes","no","FamR-Muy Bueno","FreeT-Medio",5,2,4,4,0,9,10,11
"GP","F","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-E5toA9no","health","services","home","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",3,1,1,3,0,17,17,18
"GP","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","yes","no","FamR-Excelente","FreeT-Muy Bajo",5,1,1,4,0,12,12,13
"GP","F","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","health","health","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",2,1,1,3,0,16,16,17
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESuperior","other","other","course","father","TvlT-Alto","StuT-Bajo","Fail-Muy Bajo","no","yes","no","yes","no","yes","yes","no","FamR-Bueno","FreeT-Alto",5,2,4,2,4,9,9,10
"GP","M","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-ENinguna","other","other","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",2,1,1,3,0,16,17,18
"GP","M","Age-Joven","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","teacher","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",4,1,3,5,0,11,9,10
"GP","F","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-ESecundaria","at_home","services","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",5,1,1,3,0,14,13,13
"GP","F","Age-Muy Joven","U","LE3","T","Medu-ESecundaria","Fedu-ESecundaria","other","other","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",5,1,1,4,0,14,14,15
"GP","M","Age-Joven","U","LE3","T","Medu-ESuperior","Fedu-ESecundaria","teacher","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",4,4,4,4,0,10,11,11
"GP","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","services","other","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","yes","no","yes","yes","no","FamR-Bueno","FreeT-Alto",4,1,4,5,0,13,12,14
"GP","M","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","other","other","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","no","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",4,1,4,4,4,11,9,10
"GP","M","Age-Muy Joven","R","GT3","T","Medu-ESuperior","Fedu-E5toA9no","teacher","services","other","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,3,4,3,8,10,9,11
"GP","M","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","other","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","yes","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Bajo",3,1,1,2,4,11,11,13
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","teacher","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","yes","yes","yes","yes","yes","no","FamR-Bueno","FreeT-Alto",3,2,3,3,4,11,10,11
